image_path,label,labels_encoded,split
Diabetic Retinopathy/DR705.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy343.jpg,Healthy,4,train
Healthy/Healthy692.jpg,Healthy,4,train
Glaucoma/Glaucoma93.jpg,Glaucoma,3,train
Macular Scar/Macular Scar219.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR587.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy801.jpg,Healthy,4,train
Healthy/Healthy1016.jpg,Healthy,4,train
Healthy/Healthy181.jpg,Healthy,4,train
Diabetic Retinopathy/DR234.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1475.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy800.jpg,Healthy,4,train
Diabetic Retinopathy/DR861.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma14.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1121.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR15.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy239.jpg,Healthy,4,train
Healthy/Healthy319.jpg,Healthy,4,train
Healthy/Healthy602.jpg,Healthy,4,train
Myopia/Myopia446.jpg,Myopia,6,train
Diabetic Retinopathy/DR260.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma796.jpg,Glaucoma,3,train
Glaucoma/Glaucoma238.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1130.jpg,Glaucoma,3,train
Glaucoma/Glaucoma683.jpg,Glaucoma,3,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR64.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy51.jpg,Healthy,4,train
Glaucoma/Glaucoma567.jpg,Glaucoma,3,train
Healthy/Healthy191.jpg,Healthy,4,train
Myopia/Myopia126.jpg,Myopia,6,train
Disc Edema/Disc Edema81.jpg,Disc Edema,2,train
Glaucoma/Glaucoma414.jpg,Glaucoma,3,train
Retinitis Pigmentosa/Retinitis Pigmentosa96.jpg,Retinitis Pigmentosa,8,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR80.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy559.jpg,Healthy,4,train
Healthy/Healthy395.jpg,Healthy,4,train
Diabetic Retinopathy/DR686.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR128.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia485.jpg,Myopia,6,train
Glaucoma/Glaucoma192.jpg,Glaucoma,3,train
Disc Edema/Disc Edema100.jpg,Disc Edema,2,train
Diabetic Retinopathy/DR1202.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia32.jpg,Myopia,6,train
Glaucoma/Glaucoma1056.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR850.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy296.jpg,Healthy,4,train
Retinitis Pigmentosa/Retinitis Pigmentosa5.jpg,Retinitis Pigmentosa,8,train
Diabetic Retinopathy/DR1250.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy734.jpg,Healthy,4,train
Macular Scar/Macular Scar157.jpg,Macular Scar,5,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR85.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Glaucoma/Glaucoma711.jpg,Glaucoma,3,train
Healthy/Healthy190.jpg,Healthy,4,train
Macular Scar/Macular Scar232.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR1231.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma995.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR540.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1426.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma853.jpg,Glaucoma,3,train
Healthy/Healthy39.jpg,Healthy,4,train
Healthy/Healthy667.jpg,Healthy,4,train
Healthy/Healthy412.jpg,Healthy,4,train
Glaucoma/Glaucoma1345.jpg,Glaucoma,3,train
Glaucoma/Glaucoma128.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR638.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy622.jpg,Healthy,4,train
Diabetic Retinopathy/DR1015.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR947.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1192.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1256.jpg,Diabetic Retinopathy,1,train
Disc Edema/Disc Edema42.jpg,Disc Edema,2,train
Macular Scar/Macular Scar158.jpg,Macular Scar,5,train
Glaucoma/Glaucoma812.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1285.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar308.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR437.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar245.jpg,Macular Scar,5,train
Glaucoma/Glaucoma777.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1374.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy858.jpg,Healthy,4,train
Macular Scar/Macular Scar267.jpg,Macular Scar,5,train
Macular Scar/Macular Scar132.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1094.jpg,Glaucoma,3,train
Healthy/Healthy766.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment15.jpg,Retinal Detachment,7,train
Diabetic Retinopathy/DR51.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1476.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy661.jpg,Healthy,4,train
Glaucoma/Glaucoma857.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1240.jpg,Glaucoma,3,train
Healthy/Healthy870.jpg,Healthy,4,train
Macular Scar/Macular Scar278.jpg,Macular Scar,5,train
Disc Edema/Disc Edema103.jpg,Disc Edema,2,train
Macular Scar/Macular Scar395.jpg,Macular Scar,5,train
Macular Scar/Macular Scar222.jpg,Macular Scar,5,train
Retinitis Pigmentosa/Retinitis Pigmentosa34.jpg,Retinitis Pigmentosa,8,train
Myopia/Myopia69.jpg,Myopia,6,train
Glaucoma/Glaucoma65.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR250.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1018.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy429.jpg,Healthy,4,train
Glaucoma/Glaucoma504.jpg,Glaucoma,3,train
Macular Scar/Macular Scar154.jpg,Macular Scar,5,train
Glaucoma/Glaucoma726.jpg,Glaucoma,3,train
Glaucoma/Glaucoma846.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR2.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia373.jpg,Myopia,6,train
Diabetic Retinopathy/DR19.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma382.jpg,Glaucoma,3,train
Glaucoma/Glaucoma375.jpg,Glaucoma,3,train
Myopia/Myopia59.jpg,Myopia,6,train
Macular Scar/Macular Scar431.jpg,Macular Scar,5,train
Glaucoma/Glaucoma498.jpg,Glaucoma,3,train
Glaucoma/Glaucoma710.jpg,Glaucoma,3,train
Healthy/Healthy394.jpg,Healthy,4,train
Diabetic Retinopathy/DR1280.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma79.jpg,Glaucoma,3,train
Macular Scar/Macular Scar204.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1166.jpg,Glaucoma,3,train
Macular Scar/Macular Scar330.jpg,Macular Scar,5,train
Glaucoma/Glaucoma13.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1289.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR859.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia495.jpg,Myopia,6,train
Macular Scar/Macular Scar106.jpg,Macular Scar,5,train
Retinal Detachment/Retinal Detachment65.jpg,Retinal Detachment,7,train
Healthy/Healthy983.jpg,Healthy,4,train
Healthy/Healthy56.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment105.jpg,Retinal Detachment,7,train
Diabetic Retinopathy/DR1091.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1120.jpg,Glaucoma,3,train
Myopia/Myopia168.jpg,Myopia,6,train
Healthy/Healthy277.jpg,Healthy,4,train
Myopia/Myopia313.jpg,Myopia,6,train
Glaucoma/Glaucoma360.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1182.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar55.jpg,Macular Scar,5,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR55.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Diabetic Retinopathy/DR121.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar65.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1188.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR546.jpg,Diabetic Retinopathy,1,train
Retinal Detachment/Retinal Detachment107.jpg,Retinal Detachment,7,train
Healthy/Healthy240.jpg,Healthy,4,train
Diabetic Retinopathy/DR571.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy210.jpg,Healthy,4,train
Glaucoma/Glaucoma415.jpg,Glaucoma,3,train
Myopia/Myopia82.jpg,Myopia,6,train
Diabetic Retinopathy/DR180.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR813.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1018.jpg,Glaucoma,3,train
Glaucoma/Glaucoma47.jpg,Glaucoma,3,train
Glaucoma/Glaucoma302.jpg,Glaucoma,3,train
Myopia/Myopia199.jpg,Myopia,6,train
Healthy/Healthy884.jpg,Healthy,4,train
Glaucoma/Glaucoma908.jpg,Glaucoma,3,train
Macular Scar/Macular Scar249.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR306.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1176.jpg,Glaucoma,3,train
Healthy/Healthy747.jpg,Healthy,4,train
Myopia/Myopia406.jpg,Myopia,6,train
Diabetic Retinopathy/DR1452.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1127.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR731.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR65.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy876.jpg,Healthy,4,train
Glaucoma/Glaucoma882.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR899.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma982.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1348.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma616.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1380.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR618.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar197.jpg,Macular Scar,5,train
Myopia/Myopia326.jpg,Myopia,6,train
Myopia/Myopia256.jpg,Myopia,6,train
Myopia/Myopia366.jpg,Myopia,6,train
Retinal Detachment/Retinal Detachment64.jpg,Retinal Detachment,7,train
Macular Scar/Macular Scar51.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR414.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy154.jpg,Healthy,4,train
Macular Scar/Macular Scar259.jpg,Macular Scar,5,train
Macular Scar/Macular Scar290.jpg,Macular Scar,5,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR81.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Diabetic Retinopathy/DR812.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1134.jpg,Glaucoma,3,train
Retinitis Pigmentosa/Retinitis Pigmentosa81.jpg,Retinitis Pigmentosa,8,train
Glaucoma/Glaucoma263.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR688.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1199.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1404.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy338.jpg,Healthy,4,train
Macular Scar/Macular Scar88.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR1499.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia378.jpg,Myopia,6,train
Glaucoma/Glaucoma804.jpg,Glaucoma,3,train
Macular Scar/Macular Scar365.jpg,Macular Scar,5,train
Healthy/Healthy187.jpg,Healthy,4,train
Glaucoma/Glaucoma1023.jpg,Glaucoma,3,train
Healthy/Healthy371.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment14.jpg,Retinal Detachment,7,train
Retinitis Pigmentosa/Retinitis Pigmentosa94.jpg,Retinitis Pigmentosa,8,train
Glaucoma/Glaucoma527.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR300.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR50.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar374.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR285.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR336.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy12.jpg,Healthy,4,train
Myopia/Myopia110.jpg,Myopia,6,train
Healthy/Healthy75.jpg,Healthy,4,train
Myopia/Myopia353.jpg,Myopia,6,train
Diabetic Retinopathy/DR275.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy683.jpg,Healthy,4,train
Glaucoma/Glaucoma212.jpg,Glaucoma,3,train
Disc Edema/Disc Edema53.jpg,Disc Edema,2,train
Myopia/Myopia207.jpg,Myopia,6,train
Retinitis Pigmentosa/Retinitis Pigmentosa4.jpg,Retinitis Pigmentosa,8,train
Healthy/Healthy508.jpg,Healthy,4,train
Myopia/Myopia177.jpg,Myopia,6,train
Macular Scar/Macular Scar92.jpg,Macular Scar,5,train
Healthy/Healthy737.jpg,Healthy,4,train
Glaucoma/Glaucoma877.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1221.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1126.jpg,Glaucoma,3,train
Macular Scar/Macular Scar20.jpg,Macular Scar,5,train
Healthy/Healthy753.jpg,Healthy,4,train
Glaucoma/Glaucoma44.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1075.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy278.jpg,Healthy,4,train
Healthy/Healthy300.jpg,Healthy,4,train
Glaucoma/Glaucoma1339.jpg,Glaucoma,3,train
Macular Scar/Macular Scar287.jpg,Macular Scar,5,train
Healthy/Healthy809.jpg,Healthy,4,train
Diabetic Retinopathy/DR914.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1116.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma423.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1239.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy295.jpg,Healthy,4,train
Diabetic Retinopathy/DR419.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy352.jpg,Healthy,4,train
Diabetic Retinopathy/DR438.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy219.jpg,Healthy,4,train
Healthy/Healthy889.jpg,Healthy,4,train
Healthy/Healthy218.jpg,Healthy,4,train
Disc Edema/Disc Edema1.jpg,Disc Edema,2,train
Diabetic Retinopathy/DR295.jpg,Diabetic Retinopathy,1,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR56.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Glaucoma/Glaucoma356.jpg,Glaucoma,3,train
Glaucoma/Glaucoma46.jpg,Glaucoma,3,train
Glaucoma/Glaucoma129.jpg,Glaucoma,3,train
Retinitis Pigmentosa/Retinitis Pigmentosa47.jpg,Retinitis Pigmentosa,8,train
Healthy/Healthy904.jpg,Healthy,4,train
Healthy/Healthy608.jpg,Healthy,4,train
Glaucoma/Glaucoma952.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1070.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1332.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar125.jpg,Macular Scar,5,train
Myopia/Myopia122.jpg,Myopia,6,train
Diabetic Retinopathy/DR273.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma855.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1283.jpg,Glaucoma,3,train
Glaucoma/Glaucoma589.jpg,Glaucoma,3,train
Macular Scar/Macular Scar269.jpg,Macular Scar,5,train
Myopia/Myopia184.jpg,Myopia,6,train
Macular Scar/Macular Scar238.jpg,Macular Scar,5,train
Healthy/Healthy614.jpg,Healthy,4,train
Diabetic Retinopathy/DR581.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1485.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia379.jpg,Myopia,6,train
Glaucoma/Glaucoma502.jpg,Glaucoma,3,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR66.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy563.jpg,Healthy,4,train
Glaucoma/Glaucoma291.jpg,Glaucoma,3,train
Healthy/Healthy653.jpg,Healthy,4,train
Healthy/Healthy580.jpg,Healthy,4,train
Diabetic Retinopathy/DR586.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR120.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar357.jpg,Macular Scar,5,train
Myopia/Myopia482.jpg,Myopia,6,train
Diabetic Retinopathy/DR803.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy554.jpg,Healthy,4,train
Macular Scar/Macular Scar270.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR905.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR446.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR694.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma618.jpg,Glaucoma,3,train
Glaucoma/Glaucoma954.jpg,Glaucoma,3,train
Macular Scar/Macular Scar387.jpg,Macular Scar,5,train
Myopia/Myopia51.jpg,Myopia,6,train
Retinitis Pigmentosa/Retinitis Pigmentosa71.jpg,Retinitis Pigmentosa,8,train
Diabetic Retinopathy/DR1187.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR575.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR924.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1121.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR637.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy135.jpg,Healthy,4,train
Glaucoma/Glaucoma809.jpg,Glaucoma,3,train
Glaucoma/Glaucoma433.jpg,Glaucoma,3,train
Macular Scar/Macular Scar170.jpg,Macular Scar,5,train
Glaucoma/Glaucoma444.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR650.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1278.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR441.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy932.jpg,Healthy,4,train
Macular Scar/Macular Scar9.jpg,Macular Scar,5,train
Healthy/Healthy967.jpg,Healthy,4,train
Diabetic Retinopathy/DR1242.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma663.jpg,Glaucoma,3,train
Retinal Detachment/Retinal Detachment12.jpg,Retinal Detachment,7,train
Glaucoma/Glaucoma491.jpg,Glaucoma,3,train
Glaucoma/Glaucoma935.jpg,Glaucoma,3,train
Macular Scar/Macular Scar326.jpg,Macular Scar,5,train
Myopia/Myopia43.jpg,Myopia,6,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR86.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Myopia/Myopia258.jpg,Myopia,6,train
Glaucoma/Glaucoma674.jpg,Glaucoma,3,train
Macular Scar/Macular Scar126.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR1017.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy201.jpg,Healthy,4,train
Glaucoma/Glaucoma1085.jpg,Glaucoma,3,train
Myopia/Myopia253.jpg,Myopia,6,train
Diabetic Retinopathy/DR624.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma35.jpg,Glaucoma,3,train
Glaucoma/Glaucoma897.jpg,Glaucoma,3,train
Glaucoma/Glaucoma646.jpg,Glaucoma,3,train
Healthy/Healthy472.jpg,Healthy,4,train
Myopia/Myopia352.jpg,Myopia,6,train
Glaucoma/Glaucoma607.jpg,Glaucoma,3,train
Macular Scar/Macular Scar318.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR1212.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1049.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma295.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1107.jpg,Glaucoma,3,train
Healthy/Healthy71.jpg,Healthy,4,train
Healthy/Healthy964.jpg,Healthy,4,train
Glaucoma/Glaucoma1181.jpg,Glaucoma,3,train
Glaucoma/Glaucoma292.jpg,Glaucoma,3,train
Healthy/Healthy251.jpg,Healthy,4,train
Myopia/Myopia423.jpg,Myopia,6,train
Diabetic Retinopathy/DR91.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy517.jpg,Healthy,4,train
Retinitis Pigmentosa/Retinitis Pigmentosa135.jpg,Retinitis Pigmentosa,8,train
Glaucoma/Glaucoma1022.jpg,Glaucoma,3,train
Healthy/Healthy1017.jpg,Healthy,4,train
Myopia/Myopia414.jpg,Myopia,6,train
Glaucoma/Glaucoma5.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1037.jpg,Glaucoma,3,train
Glaucoma/Glaucoma898.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR20.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma118.jpg,Glaucoma,3,train
Healthy/Healthy975.jpg,Healthy,4,train
Diabetic Retinopathy/DR353.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1165.jpg,Glaucoma,3,train
Macular Scar/Macular Scar180.jpg,Macular Scar,5,train
Myopia/Myopia337.jpg,Myopia,6,train
Macular Scar/Macular Scar394.jpg,Macular Scar,5,train
Retinal Detachment/Retinal Detachment39.jpg,Retinal Detachment,7,train
Diabetic Retinopathy/DR271.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia87.jpg,Myopia,6,train
Myopia/Myopia58.jpg,Myopia,6,train
Diabetic Retinopathy/DR135.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1146.jpg,Glaucoma,3,train
Healthy/Healthy738.jpg,Healthy,4,train
Diabetic Retinopathy/DR678.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma539.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1151.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma921.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1149.jpg,Glaucoma,3,train
Glaucoma/Glaucoma306.jpg,Glaucoma,3,train
Healthy/Healthy238.jpg,Healthy,4,train
Glaucoma/Glaucoma100.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR21.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma647.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1468.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy607.jpg,Healthy,4,train
Healthy/Healthy344.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment87.jpg,Retinal Detachment,7,train
Diabetic Retinopathy/DR1060.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy857.jpg,Healthy,4,train
Glaucoma/Glaucoma1020.jpg,Glaucoma,3,train
Glaucoma/Glaucoma457.jpg,Glaucoma,3,train
Retinitis Pigmentosa/Retinitis Pigmentosa91.jpg,Retinitis Pigmentosa,8,train
Healthy/Healthy921.jpg,Healthy,4,train
Disc Edema/Disc Edema116.jpg,Disc Edema,2,train
Glaucoma/Glaucoma1038.jpg,Glaucoma,3,train
Glaucoma/Glaucoma75.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1284.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR427.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy188.jpg,Healthy,4,train
Diabetic Retinopathy/DR568.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1372.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR431.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1047.jpg,Glaucoma,3,train
Healthy/Healthy931.jpg,Healthy,4,train
Glaucoma/Glaucoma883.jpg,Glaucoma,3,train
Retinal Detachment/Retinal Detachment96.jpg,Retinal Detachment,7,train
Diabetic Retinopathy/DR751.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy249.jpg,Healthy,4,train
Glaucoma/Glaucoma1175.jpg,Glaucoma,3,train
Healthy/Healthy879.jpg,Healthy,4,train
Macular Scar/Macular Scar237.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR129.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar16.jpg,Macular Scar,5,train
Myopia/Myopia74.jpg,Myopia,6,train
Myopia/Myopia80.jpg,Myopia,6,train
Diabetic Retinopathy/DR691.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy759.jpg,Healthy,4,train
Macular Scar/Macular Scar254.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR1120.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy1006.jpg,Healthy,4,train
Diabetic Retinopathy/DR1161.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR599.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar411.jpg,Macular Scar,5,train
Glaucoma/Glaucoma369.jpg,Glaucoma,3,train
Retinitis Pigmentosa/Retinitis Pigmentosa19.jpg,Retinitis Pigmentosa,8,train
Diabetic Retinopathy/DR1386.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia364.jpg,Myopia,6,train
Disc Edema/Disc Edema76.jpg,Disc Edema,2,train
Retinitis Pigmentosa/Retinitis Pigmentosa28.jpg,Retinitis Pigmentosa,8,train
Retinal Detachment/Retinal Detachment116.jpg,Retinal Detachment,7,train
Myopia/Myopia263.jpg,Myopia,6,train
Diabetic Retinopathy/DR615.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar307.jpg,Macular Scar,5,train
Healthy/Healthy443.jpg,Healthy,4,train
Healthy/Healthy577.jpg,Healthy,4,train
Macular Scar/Macular Scar15.jpg,Macular Scar,5,train
Glaucoma/Glaucoma548.jpg,Glaucoma,3,train
Healthy/Healthy391.jpg,Healthy,4,train
Glaucoma/Glaucoma1325.jpg,Glaucoma,3,train
Healthy/Healthy215.jpg,Healthy,4,train
Glaucoma/Glaucoma289.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR937.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1332.jpg,Glaucoma,3,train
Myopia/Myopia244.jpg,Myopia,6,train
Glaucoma/Glaucoma1071.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR399.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1249.jpg,Glaucoma,3,train
Glaucoma/Glaucoma819.jpg,Glaucoma,3,train
Healthy/Healthy161.jpg,Healthy,4,train
Retinitis Pigmentosa/Retinitis Pigmentosa82.jpg,Retinitis Pigmentosa,8,train
Diabetic Retinopathy/DR915.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia91.jpg,Myopia,6,train
Diabetic Retinopathy/DR994.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy303.jpg,Healthy,4,train
Myopia/Myopia135.jpg,Myopia,6,train
Diabetic Retinopathy/DR99.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar198.jpg,Macular Scar,5,train
